# BabelNet 4.0.1 - SapienzaNLP - LICENSE: BabelNet License - https://babelnet.org
bn:00082116v	wn:00865776v
bn:00087949v	wn:00061933v
bn:00087950v	wn:02735897v
bn:00087951v	wn:01757338v
bn:00087952v	wn:01007676v
bn:00087953v	wn:00640385v
bn:00087954v	wn:02324901v
bn:00087955v	wn:00640650v
bn:00087956v	wn:00736429v
bn:00087957v	wn:00733250v
bn:00087958v	wn:00224651v
bn:00087959v	wn:00421917v
bn:00087960v	wn:00093593v
bn:00087961v	wn:02592776v
bn:00087962v	wn:00075021v
bn:00087963v	wn:01667816v
bn:00087964v	wn:01287388v
bn:00087965v	wn:01287242v
bn:00087966v	wn:02529284v
bn:00087967v	wn:02528380v
bn:00087968v	wn:02599528v
bn:00087969v	wn:02523784v
bn:00087970v	wn:02522319v
bn:00087971v	wn:02318403v
bn:00087972v	wn:00560247v
bn:00087973v	wn:00172909v
bn:00087974v	wn:01294778v
bn:00087975v	wn:01145766v
bn:00087976v	wn:01972298v
bn:00087977v	wn:00147815v
bn:00087978v	wn:02528985v
bn:00087979v	wn:02620213v
bn:00087980v	wn:02611976v
bn:00087981v	wn:02304507v
bn:00087982v	wn:00342443v
bn:00087983v	wn:02565911v
bn:00087984v	wn:02385153v
bn:00087985v	wn:02358655v
bn:00087986v	wn:02099413v
bn:00087987v	wn:02661015v
bn:00087988v	wn:02566092v
bn:00087989v	wn:02358922v
bn:00087990v	wn:02229828v
bn:00087991v	wn:02037839v
bn:00087992v	wn:01984317v
bn:00087993v	wn:01984119v
bn:00087994v	wn:01542668v
bn:00087995v	wn:00561375v
bn:00087996v	wn:00561266v
bn:00087997v	wn:00530177v
bn:00087998v	wn:00360678v
bn:00087999v	wn:00346839v
bn:00088000v	wn:00342314v
bn:00088001v	wn:02514881v
bn:00088002v	wn:01829126v
bn:00088003v	wn:00148472v
bn:00088004v	wn:02039315v
bn:00088005v	wn:01904120v
bn:00088006v	wn:02590072v
bn:00088007v	wn:00093327v
bn:00088008v	wn:02530003v
bn:00088009v	wn:01775914v
bn:00088010v	wn:02537642v
bn:00088011v	wn:02517443v
bn:00088012v	wn:02434859v
bn:00088013v	wn:02434976v
bn:00088014v	wn:00733804v
bn:00088015v	wn:00148597v
bn:00088016v	wn:02705680v
bn:00088017v	wn:01300040v
bn:00088018v	wn:00432839v
bn:00088019v	wn:00775692v
bn:00088020v	wn:02720149v
bn:00088021v	wn:02008674v
bn:00088022v	wn:00031277v
bn:00088023v	wn:02671761v
bn:00088024v	wn:00667942v
bn:00088025v	wn:00202236v
bn:00088026v	wn:02740204v
bn:00088027v	wn:01901289v
bn:00088028v	wn:01188144v
bn:00088029v	wn:01187740v
bn:00088030v	wn:01187537v
bn:00088031v	wn:01409763v
bn:00088032v	wn:00227805v
bn:00088033v	wn:01885580v
bn:00088034v	wn:01460937v
bn:00088035v	wn:01776468v
bn:00088036v	wn:01637368v
bn:00088037v	wn:01636859v
bn:00088038v	wn:00320681v
bn:00088039v	wn:01172969v
bn:00088040v	wn:02420232v
bn:00088041v	wn:02218443v
bn:00088042v	wn:01739814v
bn:00088043v	wn:02461063v
bn:00088044v	wn:02209499v
bn:00088045v	wn:00058645v
bn:00088046v	wn:02678839v
bn:00088047v	wn:01821132v
bn:00088048v	wn:01658188v
bn:00088049v	wn:01189604v
bn:00088050v	wn:01189427v
bn:00088051v	wn:00288192v
bn:00088052v	wn:01340439v
bn:00088053v	wn:01343892v
bn:00088054v	wn:01290133v
bn:00088055v	wn:00420132v
bn:00088056v	wn:00602112v
bn:00088057v	wn:01194938v
bn:00088058v	wn:00491689v
bn:00088059v	wn:00076114v
bn:00088060v	wn:02400037v
bn:00088061v	wn:00692143v
bn:00088062v	wn:02464725v
bn:00088063v	wn:02453692v
bn:00088064v	wn:00058794v
bn:00088065v	wn:01780729v
bn:00088066v	wn:01780568v
bn:00088067v	wn:01780434v
bn:00088068v	wn:01778568v
bn:00088069v	wn:01182152v
bn:00088070v	wn:01820648v
bn:00088071v	wn:01272915v
bn:00088072v	wn:01272798v
bn:00088073v	wn:01124964v
bn:00088074v	wn:01124828v
bn:00088075v	wn:00094312v
bn:00088076v	wn:02318843v
bn:00088077v	wn:00751775v
bn:00088078v	wn:02630189v
bn:00088079v	wn:00504270v
bn:00088080v	wn:00052548v
bn:00088081v	wn:00504464v
bn:00088082v	wn:00369442v
bn:00088083v	wn:00369194v
bn:00088084v	wn:01182021v
bn:00088085v	wn:01178565v
bn:00088086v	wn:01181166v
bn:00088087v	wn:00189511v
bn:00088088v	wn:02555787v
bn:00088089v	wn:01180206v
bn:00088090v	wn:01203715v
bn:00088091v	wn:00502757v
bn:00088092v	wn:02310157v
bn:00088093v	wn:00876200v
bn:00088094v	wn:01203234v
bn:00088095v	wn:00715239v
bn:00088096v	wn:02106006v
bn:00088097v	wn:00105958v
bn:00088098v	wn:00690305v
bn:00088099v	wn:02110552v
bn:00088100v	wn:02730471v
bn:00088101v	wn:02127613v
bn:00088102v	wn:01209678v
bn:00088103v	wn:01210352v
bn:00088104v	wn:02286027v
bn:00088105v	wn:02134350v
bn:00088106v	wn:01210152v
bn:00088107v	wn:01826184v
bn:00088108v	wn:00106217v
bn:00088109v	wn:01722299v
bn:00088110v	wn:02073065v
bn:00088111v	wn:01331237v
bn:00088112v	wn:01463212v
bn:00088113v	wn:01316955v
bn:00088114v	wn:00565592v
bn:00088115v	wn:00567099v
bn:00088116v	wn:01588134v
bn:00088117v	wn:02210754v
bn:00088118v	wn:01146918v
bn:00088119v	wn:01130607v
bn:00088120v	wn:02588122v
bn:00088121v	wn:01115916v
bn:00088122v	wn:01763303v
bn:00088123v	wn:01761533v
bn:00088124v	wn:00458754v
bn:00088125v	wn:00458471v
bn:00088126v	wn:02003910v
bn:00088127v	wn:01144550v
bn:00088128v	wn:00722065v
bn:00088129v	wn:01949674v
bn:00088130v	wn:01949435v
bn:00088131v	wn:01949218v
bn:00088132v	wn:00817909v
bn:00088133v	wn:00096766v
bn:00088134v	wn:00459498v
bn:00088135v	wn:01680267v
bn:00088136v	wn:01433674v
bn:00088137v	wn:00320911v
bn:00088138v	wn:01288052v
bn:00088139v	wn:02365586v
bn:00088140v	wn:01123261v
bn:00088141v	wn:00321020v
bn:00088142v	wn:00835294v
bn:00088143v	wn:00009884v
bn:00088144v	wn:01635176v
bn:00088145v	wn:00116619v
bn:00088146v	wn:02463704v
bn:00088147v	wn:02292989v
bn:00088148v	wn:01733667v
bn:00088149v	wn:01724891v
bn:00088150v	wn:01586018v
bn:00088151v	wn:00261314v
bn:00088152v	wn:01224211v
bn:00088153v	wn:02058448v
bn:00088154v	wn:01082290v
bn:00088155v	wn:01081852v
bn:00088156v	wn:00815539v
bn:00088157v	wn:00675592v
bn:00088158v	wn:02532261v
bn:00088159v	wn:02407338v
bn:00088160v	wn:01092284v
bn:00088161v	wn:00590241v
bn:00088162v	wn:00634906v
bn:00088163v	wn:01937394v
bn:00088164v	wn:01001857v
bn:00088165v	wn:01387022v
bn:00088166v	wn:01920048v
bn:00088167v	wn:01001643v
bn:00088168v	wn:01920220v
bn:00088169v	wn:01920594v
bn:00088170v	wn:01678957v
bn:00088171v	wn:01249294v
bn:00088172v	wn:00700162v
bn:00088173v	wn:02466496v
bn:00088174v	wn:01757871v
bn:00088175v	wn:00452512v
bn:00088176v	wn:00451838v
bn:00088177v	wn:02649042v
bn:00088178v	wn:02394183v
bn:00088179v	wn:01183573v
bn:00088180v	wn:02394081v
bn:00088181v	wn:01203893v
bn:00088182v	wn:01193721v
bn:00088183v	wn:00261533v
bn:00088184v	wn:00453803v
bn:00088185v	wn:00833392v
bn:00088186v	wn:01695567v
bn:00088187v	wn:02258617v
bn:00088188v	wn:00172381v
bn:00088189v	wn:01526956v
bn:00088190v	wn:00046382v
bn:00088191v	wn:02668170v
bn:00088192v	wn:01002740v
bn:00088193v	wn:01711965v
bn:00088194v	wn:01712204v
bn:00088195v	wn:01458664v
bn:00088196v	wn:01457954v
bn:00088197v	wn:02225911v
bn:00088198v	wn:01961691v
bn:00088199v	wn:02527431v
bn:00088200v	wn:00481941v
bn:00088201v	wn:02217266v
bn:00088202v	wn:02217864v
bn:00088203v	wn:02416955v
bn:00088204v	wn:02285629v
bn:00088205v	wn:02128873v
bn:00088206v	wn:02212275v
bn:00088207v	wn:00971999v
bn:00088208v	wn:00522751v
bn:00088209v	wn:02197781v
bn:00088210v	wn:02247977v
bn:00088211v	wn:02021653v
bn:00088212v	wn:00250691v
bn:00088213v	wn:02498716v
bn:00088214v	wn:00302763v
bn:00088215v	wn:01331147v
bn:00088216v	wn:01209953v
bn:00088217v	wn:01314573v
bn:00088218v	wn:00924431v
bn:00088219v	wn:01681048v
bn:00088220v	wn:00741702v
bn:00088221v	wn:01748748v
bn:00088222v	wn:01265989v
bn:00088223v	wn:00351963v
bn:00088224v	wn:00485274v
bn:00088225v	wn:01135783v
bn:00088226v	wn:00320536v
bn:00088227v	wn:02002410v
bn:00088228v	wn:02356420v
bn:00088229v	wn:01761120v
bn:00088230v	wn:01199881v
bn:00088231v	wn:01133667v
bn:00088232v	wn:00166748v
bn:00088233v	wn:00420549v
bn:00088234v	wn:00420434v
bn:00088235v	wn:01021871v
bn:00088236v	wn:01140794v
bn:00088237v	wn:00439199v
bn:00088238v	wn:00336922v
bn:00088239v	wn:01082153v
bn:00088240v	wn:02659763v
bn:00088241v	wn:00300537v
bn:00088242v	wn:00300113v
bn:00088243v	wn:02735753v
bn:00088244v	wn:00456740v
bn:00088245v	wn:01153947v
bn:00088246v	wn:01647543v
bn:00088247v	wn:00407458v
bn:00088248v	wn:00486998v
bn:00088249v	wn:02603299v
bn:00088250v	wn:00406243v
bn:00088251v	wn:01203369v
bn:00088252v	wn:02538365v
bn:00088253v	wn:02170861v
bn:00088254v	wn:00486703v
bn:00088255v	wn:02683671v
bn:00088256v	wn:01040550v
bn:00088257v	wn:00511040v
bn:00088258v	wn:01670172v
bn:00088259v	wn:01860620v
bn:00088260v	wn:01398443v
bn:00088261v	wn:01416193v
bn:00088262v	wn:02093920v
bn:00088263v	wn:01585276v
bn:00088264v	wn:01336440v
bn:00088265v	wn:01259951v
bn:00088266v	wn:01664981v
bn:00088267v	wn:02762981v
bn:00088268v	wn:02759443v
bn:00088269v	wn:00824593v
bn:00088270v	wn:02694106v
bn:00088271v	wn:01901783v
bn:00088272v	wn:01880888v
bn:00088273v	wn:01055558v
bn:00088274v	wn:01242689v
bn:00088275v	wn:00304252v
bn:00088276v	wn:02764245v
bn:00088277v	wn:00424691v
bn:00088278v	wn:02141973v
bn:00088279v	wn:00929509v
bn:00088280v	wn:02138611v
bn:00088281v	wn:01335461v
bn:00088282v	wn:00424869v
bn:00088283v	wn:00375690v
bn:00088284v	wn:01955703v
bn:00088285v	wn:00463778v
bn:00088286v	wn:00463469v
bn:00088287v	wn:02191766v
bn:00088288v	wn:01274657v
bn:00088289v	wn:02540151v
bn:00088290v	wn:01669792v
bn:00088291v	wn:02075462v
bn:00088292v	wn:02319050v
bn:00088293v	wn:01560369v
bn:00088294v	wn:00029518v
bn:00088295v	wn:02365824v
bn:00088296v	wn:02365692v
bn:00088297v	wn:02036977v
bn:00088298v	wn:02142280v
bn:00088299v	wn:02160177v
bn:00088300v	wn:02153023v
bn:00088301v	wn:01893465v
bn:00088302v	wn:01591158v
bn:00088303v	wn:02763609v
bn:00088304v	wn:01591357v
bn:00088305v	wn:01242071v
bn:00088306v	wn:00190586v
bn:00088307v	wn:01878719v
bn:00088308v	wn:02484771v
bn:00088309v	wn:01940868v
bn:00088310v	wn:02575723v
bn:00088311v	wn:01512465v
bn:00088312v	wn:02094428v
bn:00088313v	wn:02269003v
bn:00088314v	wn:01893079v
bn:00088315v	wn:01510173v
bn:00088316v	wn:01893601v
bn:00088317v	wn:01512625v
bn:00088318v	wn:01241614v
bn:00088319v	wn:01222958v
bn:00088320v	wn:00717921v
bn:00088321v	wn:00584810v
bn:00088322v	wn:01904293v
bn:00088323v	wn:01874568v
bn:00088324v	wn:02532079v
bn:00088325v	wn:01838651v
bn:00088326v	wn:01514887v
bn:00088327v	wn:01361998v
bn:00088328v	wn:00696042v
bn:00088329v	wn:00566181v
bn:00088330v	wn:02625916v
bn:00088331v	wn:02626095v
bn:00088332v	wn:02025353v
bn:00088333v	wn:01411085v
bn:00088334v	wn:00217152v
bn:00088335v	wn:02356704v
bn:00088336v	wn:00452220v
bn:00088337v	wn:02007680v
bn:00088338v	wn:00292247v
bn:00088339v	wn:01972849v
bn:00088340v	wn:01972753v
bn:00088341v	wn:00041866v
bn:00088342v	wn:01924405v
bn:00088343v	wn:01925170v
bn:00088344v	wn:02407632v
bn:00088345v	wn:01261950v
bn:00088346v	wn:00381496v
bn:00088347v	wn:02342800v
bn:00088348v	wn:00801782v
bn:00088349v	wn:02066510v
bn:00088350v	wn:02067689v
bn:00088351v	wn:02743727v
bn:00088352v	wn:00217427v
bn:00088353v	wn:00062203v
bn:00088354v	wn:00449011v
bn:00088355v	wn:01877204v
bn:00088356v	wn:01876907v
bn:00088357v	wn:00270699v
bn:00088358v	wn:01391806v
bn:00088359v	wn:00040188v
bn:00088360v	wn:01391946v
bn:00088361v	wn:01978340v
bn:00088362v	wn:01500572v
bn:00088363v	wn:02161160v
bn:00088364v	wn:00186161v
bn:00088365v	wn:02084252v
bn:00088366v	wn:00455212v
bn:00088367v	wn:02199435v
bn:00088368v	wn:00455529v
bn:00088369v	wn:00455368v
bn:00088370v	wn:00454868v
bn:00088371v	wn:00455079v
bn:00088372v	wn:01791973v
bn:00088373v	wn:01790383v
bn:00088374v	wn:01457376v
bn:00088375v	wn:01900255v
bn:00088376v	wn:01879928v
bn:00088377v	wn:00443984v
bn:00088378v	wn:01940403v
bn:00088379v	wn:01842068v
bn:00088380v	wn:01451842v
bn:00088381v	wn:01848058v
bn:00088382v	wn:01839404v
bn:00088383v	wn:00545292v
bn:00088384v	wn:01840238v
bn:00088385v	wn:02140965v
bn:00088386v	wn:01847845v
bn:00088387v	wn:01402765v
bn:00088388v	wn:00153061v
bn:00088389v	wn:01141504v
bn:00088390v	wn:01941704v
bn:00088391v	wn:02052358v
bn:00088392v	wn:02053829v
bn:00088393v	wn:01941838v
bn:00088394v	wn:01829625v
bn:00088395v	wn:02668798v
bn:00088396v	wn:01941006v
bn:00088397v	wn:01347172v
bn:00088398v	wn:00057895v
bn:00088399v	wn:01796215v
bn:00088400v	wn:02244426v
bn:00088401v	wn:02692335v
bn:00088402v	wn:00314782v
bn:00088403v	wn:00314272v
bn:00088404v	wn:02161922v
bn:00088405v	wn:01178101v
bn:00088406v	wn:02771888v
bn:00088407v	wn:02739688v
bn:00088408v	wn:01335075v
bn:00088409v	wn:00749092v
bn:00088410v	wn:00189823v
bn:00088411v	wn:01277974v
bn:00088412v	wn:00398138v
bn:00088413v	wn:01345877v
bn:00088414v	wn:00564695v
bn:00088415v	wn:01675522v
bn:00088416v	wn:01670051v
bn:00088417v	wn:01266749v
bn:00088418v	wn:00949093v
bn:00088419v	wn:00282790v
bn:00088420v	wn:01898769v
bn:00088421v	wn:01998432v
bn:00088422v	wn:02712772v
bn:00088423v	wn:01991931v
bn:00088424v	wn:02720544v
bn:00088425v	wn:02720697v
bn:00088426v	wn:01744450v
bn:00088427v	wn:00729109v
bn:00088428v	wn:02455407v
bn:00088429v	wn:00118764v
bn:00088430v	wn:02600255v
bn:00088431v	wn:02561697v
bn:00088432v	wn:02198602v
bn:00088433v	wn:02000868v
bn:00088434v	wn:00589738v
bn:00088435v	wn:00351406v
bn:00088436v	wn:02675603v
bn:00088437v	wn:01406016v
bn:00088438v	wn:00230276v
bn:00088439v	wn:00035448v
bn:00088440v	wn:02598642v
bn:00088441v	wn:00166593v
bn:00088442v	wn:02287209v
bn:00088443v	wn:01906322v
bn:00088444v	wn:00641138v
bn:00088445v	wn:02639075v
bn:00088446v	wn:02519890v
bn:00088447v	wn:01921204v
bn:00088448v	wn:02269894v
bn:00088449v	wn:01177699v
bn:00088450v	wn:01228635v
bn:00088451v	wn:02020027v
bn:00088452v	wn:02726044v
bn:00088453v	wn:02725714v
bn:00088454v	wn:02452885v
bn:00088455v	wn:01650425v
bn:00088456v	wn:01871979v
bn:00088457v	wn:00747418v
bn:00088458v	wn:01527271v
bn:00088459v	wn:01350449v
bn:00088460v	wn:01586600v
bn:00088461v	wn:01179740v
bn:00088462v	wn:01978850v
bn:00088463v	wn:01281611v
bn:00088464v	wn:00003662v
bn:00088465v	wn:01913849v
bn:00088466v	wn:01087729v
bn:00088467v	wn:02276568v
bn:00088468v	wn:00907066v
bn:00088469v	wn:02303331v
bn:00088470v	wn:00514069v
bn:00088471v	wn:00703310v
bn:00088472v	wn:00702969v
bn:00088473v	wn:00244284v
bn:00088474v	wn:00924777v
bn:00088475v	wn:02227487v
bn:00088476v	wn:00870942v
bn:00088477v	wn:01675245v
bn:00088478v	wn:01884266v
bn:00088479v	wn:01884126v
bn:00088480v	wn:01659248v
bn:00088481v	wn:00614829v
bn:00088482v	wn:00613018v
bn:00088483v	wn:00903385v
bn:00088484v	wn:02564426v
bn:00088485v	wn:01579340v
bn:00088486v	wn:01118888v
bn:00088487v	wn:00141914v
bn:00088488v	wn:02448185v
bn:00088489v	wn:02623906v
bn:00088490v	wn:00142191v
bn:00088491v	wn:02430922v
bn:00088492v	wn:00144850v
bn:00088493v	wn:02478936v
bn:00088494v	wn:02478701v
bn:00088495v	wn:00700336v
bn:00088496v	wn:00563552v
bn:00088497v	wn:01886228v
bn:00088498v	wn:00981083v
bn:00088499v	wn:01633173v
bn:00088500v	wn:01427278v
bn:00088501v	wn:02023992v
bn:00088502v	wn:01606205v
bn:00088503v	wn:01155421v
bn:00088504v	wn:00222328v
bn:00088505v	wn:00222135v
bn:00088506v	wn:01955508v
bn:00088507v	wn:00507664v
bn:00088508v	wn:00249556v
bn:00088509v	wn:02554422v
bn:00088510v	wn:02540569v
bn:00088511v	wn:00908351v
bn:00088512v	wn:01147855v
bn:00088513v	wn:01147709v
bn:00088514v	wn:00492310v
bn:00088515v	wn:00492225v
bn:00088516v	wn:01404774v
bn:00088517v	wn:01990168v
bn:00088518v	wn:01900648v
bn:00088519v	wn:01145944v
bn:00088520v	wn:01142899v
bn:00088521v	wn:00510234v
bn:00088522v	wn:01145024v
bn:00088523v	wn:01896213v
bn:00088524v	wn:01459696v
bn:00088525v	wn:01459542v
bn:00088526v	wn:00203739v
bn:00088527v	wn:01621084v
bn:00088528v	wn:00335366v
bn:00088529v	wn:00108303v
bn:00088530v	wn:00107943v
bn:00088531v	wn:02711835v
bn:00088532v	wn:01655763v
bn:00088533v	wn:02447542v
bn:00088534v	wn:01274104v
bn:00088535v	wn:00894080v
bn:00088536v	wn:01303855v
bn:00088537v	wn:00420337v
bn:00088538v	wn:02389927v
bn:00088539v	wn:01369204v
bn:00088540v	wn:00075708v
bn:00088541v	wn:01784148v
bn:00088542v	wn:00510116v
bn:00088543v	wn:00509857v
bn:00088544v	wn:02421374v
bn:00088545v	wn:02494047v
bn:00088546v	wn:02316304v
bn:00088547v	wn:01757994v
bn:00088548v	wn:00269682v
bn:00088549v	wn:00714718v
bn:00088550v	wn:02576110v
bn:00088551v	wn:02270648v
bn:00088552v	wn:01886907v
bn:00088553v	wn:01834730v
bn:00088554v	wn:00374135v
bn:00088555v	wn:00078138v
bn:00088556v	wn:00375865v
bn:00088557v	wn:00363493v
bn:00088558v	wn:02758826v
bn:00088559v	wn:00445711v
bn:00088560v	wn:00021997v
bn:00088561v	wn:00012613v
bn:00088562v	wn:00211852v
bn:00088563v	wn:01951276v
bn:00088564v	wn:01489161v
bn:00088565v	wn:01299127v
bn:00088566v	wn:00410817v
bn:00088567v	wn:00410649v
bn:00088568v	wn:01844431v
bn:00088569v	wn:01683271v
bn:00088570v	wn:00164444v
bn:00088571v	wn:00024814v
bn:00088572v	wn:00024649v
bn:00088573v	wn:00163441v
bn:00088574v	wn:01169067v
bn:00088575v	wn:01793933v
bn:00088576v	wn:01767461v
bn:00088577v	wn:02330109v
bn:00088578v	wn:01789164v
bn:00088579v	wn:01752025v
bn:00088580v	wn:01751722v
bn:00088581v	wn:00323703v
bn:00088582v	wn:01780104v
bn:00088583v	wn:01751021v
bn:00088584v	wn:01467751v
bn:00088585v	wn:01318223v
bn:00088586v	wn:02592895v
bn:00088587v	wn:00325647v
bn:00088588v	wn:00048912v
bn:00088589v	wn:01382818v
bn:00088590v	wn:02084767v
bn:00088591v	wn:01451351v
bn:00088592v	wn:01517175v
bn:00088593v	wn:01208549v
bn:00088594v	wn:01208400v
bn:00088595v	wn:00196595v
bn:00088596v	wn:02758581v
bn:00088597v	wn:00511855v
bn:00088598v	wn:00109389v
bn:00088599v	wn:00032981v
bn:00088600v	wn:00674237v
bn:00088601v	wn:00506672v
bn:00088602v	wn:00506539v
bn:00088603v	wn:00056188v
bn:00088604v	wn:01652895v
bn:00088605v	wn:01652731v
bn:00088606v	wn:02738241v
bn:00088607v	wn:00325328v
bn:00088608v	wn:02233352v
bn:00088609v	wn:01430633v
bn:00088610v	wn:01739675v
bn:00088611v	wn:02338386v
bn:00088612v	wn:02237024v
bn:00088613v	wn:01762178v
bn:00088614v	wn:02671880v
bn:00088615v	wn:01399305v
bn:00088616v	wn:00433668v
bn:00088617v	wn:00433525v
bn:00088618v	wn:01076250v
bn:00088619v	wn:00841767v
bn:00088620v	wn:00425381v
bn:00088621v	wn:00307060v
bn:00088622v	wn:01314738v
bn:00088623v	wn:01211019v
bn:00088624v	wn:01075327v
bn:00088625v	wn:01795333v
bn:00088626v	wn:02767922v
bn:00088627v	wn:02127100v
bn:00088628v	wn:00068627v
bn:00088629v	wn:01525666v
bn:00088630v	wn:02670890v
bn:00088631v	wn:01096497v
bn:00088632v	wn:02218924v
bn:00088633v	wn:02218635v
bn:00088634v	wn:02216083v
bn:00088635v	wn:02215966v
bn:00088636v	wn:02215790v
bn:00088637v	wn:02215506v
bn:00088638v	wn:02217990v
bn:00088639v	wn:01444146v
bn:00088640v	wn:00435853v
bn:00088641v	wn:02403537v
bn:00088642v	wn:00748803v
bn:00088643v	wn:02327200v
bn:00088644v	wn:02336483v
bn:00088645v	wn:01277431v
bn:00088646v	wn:00397192v
bn:00088647v	wn:01137829v
bn:00088648v	wn:00396997v
bn:00088649v	wn:01137582v
bn:00088650v	wn:02550516v
bn:00088651v	wn:01533715v
bn:00088652v	wn:00741573v
bn:00088653v	wn:01882689v
bn:00088654v	wn:02190943v
bn:00088655v	wn:01284683v
bn:00088656v	wn:00853958v
bn:00088657v	wn:00077458v
bn:00088658v	wn:01056780v
bn:00088659v	wn:00157462v
bn:00088660v	wn:00046151v
bn:00088661v	wn:00023473v
bn:00088662v	wn:01786760v
bn:00088663v	wn:01959927v
bn:00088664v	wn:01960643v
bn:00088665v	wn:01964998v
bn:00088666v	wn:01821634v
bn:00088667v	wn:01266895v
bn:00088668v	wn:00090513v
bn:00088669v	wn:01138523v
bn:00088670v	wn:01089737v
bn:00088671v	wn:02567917v
bn:00088672v	wn:00097394v
bn:00088673v	wn:02494356v
bn:00088674v	wn:02164531v
bn:00088675v	wn:02718750v
bn:00088676v	wn:02282946v
bn:00088677v	wn:01740969v
bn:00088678v	wn:01059945v
bn:00088679v	wn:00037138v
bn:00088680v	wn:01669643v
bn:00088681v	wn:01493041v
bn:00088682v	wn:02274079v
bn:00088683v	wn:01571744v
bn:00088684v	wn:01089137v
bn:00088685v	wn:01287681v
bn:00088686v	wn:01125373v
bn:00088687v	wn:02338629v
bn:00088688v	wn:01322509v
bn:00088689v	wn:00005526v
bn:00088690v	wn:02353844v
bn:00088691v	wn:01602907v
bn:00088692v	wn:00234390v
bn:00088693v	wn:00945125v
bn:00088694v	wn:01330822v
bn:00088695v	wn:01349893v
bn:00088696v	wn:01316619v
bn:00088697v	wn:01214786v
bn:00088698v	wn:01976089v
bn:00088699v	wn:00039680v
bn:00088700v	wn:01250374v
bn:00088701v	wn:00919424v
bn:00088702v	wn:00490285v
bn:00088703v	wn:00468116v
bn:00088704v	wn:00395583v
bn:00088705v	wn:02132745v
bn:00088706v	wn:01746604v
bn:00088707v	wn:02241497v
bn:00088708v	wn:00298244v
bn:00088709v	wn:01908941v
bn:00088710v	wn:00865664v
bn:00088711v	wn:00113728v
bn:00088712v	wn:00039950v
bn:00088713v	wn:00565279v
bn:00088714v	wn:00565081v
bn:00088715v	wn:00565481v
bn:00088716v	wn:01735556v
bn:00088717v	wn:01465365v
bn:00088718v	wn:01465218v
bn:00088719v	wn:00246588v
bn:00088720v	wn:00752193v
bn:00088721v	wn:01022906v
bn:00088722v	wn:00970215v
bn:00088723v	wn:00104465v
bn:00088724v	wn:01629000v
bn:00088725v	wn:01628197v
bn:00088726v	wn:01426072v
bn:00088727v	wn:00163703v
bn:00088728v	wn:02040934v
bn:00088729v	wn:02040709v
bn:00088730v	wn:00357667v
bn:00088731v	wn:02467516v
bn:00088732v	wn:00992041v
bn:00088733v	wn:00120796v
bn:00088734v	wn:02355596v
bn:00088735v	wn:01066036v
bn:00088736v	wn:00120316v
bn:00088737v	wn:00639849v
bn:00088738v	wn:02359340v
bn:00088739v	wn:02208265v
bn:00088740v	wn:02108654v
bn:00088741v	wn:02006573v
bn:00088742v	wn:01771194v
bn:00088743v	wn:01771039v
bn:00088744v	wn:01565211v
bn:00088745v	wn:00065639v
bn:00088746v	wn:02131777v
bn:00088747v	wn:02126269v
bn:00088748v	wn:01842888v
bn:00088749v	wn:00744904v
bn:00088750v	wn:02458566v
bn:00088751v	wn:02389815v
bn:00088752v	wn:02428316v
bn:00088753v	wn:02586371v
bn:00088754v	wn:01111570v
bn:00088755v	wn:01153762v
bn:00088756v	wn:01092128v
bn:00088757v	wn:02049963v
bn:00088758v	wn:01973486v
bn:00088759v	wn:01201856v
bn:00088760v	wn:01020356v
bn:00088761v	wn:01864230v
bn:00088762v	wn:01214265v
bn:00088763v	wn:02239405v
bn:00088764v	wn:02636810v
bn:00088765v	wn:00875000v
bn:00088766v	wn:02500397v
bn:00088767v	wn:02016062v
bn:00088768v	wn:02412089v
bn:00088769v	wn:01062555v
bn:00088770v	wn:00905059v
bn:00088771v	wn:02197250v
bn:00088772v	wn:01923732v
bn:00088773v	wn:01437888v
bn:00088774v	wn:01200934v
bn:00088775v	wn:00941855v
bn:00088776v	wn:01864438v
bn:00088777v	wn:01849983v
bn:00088778v	wn:00738159v
bn:00088779v	wn:02015168v
bn:00088780v	wn:01009986v
bn:00088781v	wn:01641341v
bn:00088782v	wn:01108627v
bn:00088783v	wn:02224055v
bn:00088784v	wn:01104018v
bn:00088785v	wn:00599434v
bn:00088786v	wn:00597634v
bn:00088787v	wn:01104376v
bn:00088788v	wn:02709277v
bn:00088789v	wn:02022162v
bn:00088790v	wn:00347276v
bn:00088791v	wn:02486932v
bn:00088792v	wn:00018405v
bn:00088793v	wn:00096648v
bn:00088794v	wn:00268165v
bn:00088795v	wn:02072394v
bn:00088796v	wn:00494880v
bn:00088797v	wn:01839807v
bn:00088798v	wn:01783214v
bn:00088799v	wn:01704752v
bn:00088800v	wn:00776846v
bn:00088801v	wn:02485731v
bn:00088802v	wn:02483941v
bn:00088803v	wn:02200686v
bn:00088804v	wn:01284160v
bn:00088805v	wn:00030142v
bn:00088806v	wn:01677242v
bn:00088807v	wn:00183241v
bn:00088808v	wn:01917244v
bn:00088809v	wn:01557517v
bn:00088810v	wn:01481027v
bn:00088811v	wn:02192818v
bn:00088812v	wn:00192659v
bn:00088813v	wn:01467917v
bn:00088814v	wn:02316868v
bn:00088815v	wn:02199590v
bn:00088816v	wn:02235842v
bn:00088817v	wn:01060494v
bn:00088818v	wn:01733477v
bn:00088819v	wn:01060317v
